    éûä‘[ms],  ñÄéCóÕ[gf],    ñÄéCåWêî
       -28.0,       0.031,       0.003
       -27.0,       0.031,       0.003
       -26.0,       0.031,       0.003
       -25.0,       0.031,       0.003
       -24.0,       0.031,       0.003
       -23.0,       0.062,       0.006
       -22.0,       0.062,       0.006
       -21.0,       0.062,       0.006
       -20.0,       0.062,       0.006
       -19.0,       0.062,       0.006
       -18.0,       0.062,       0.006
       -17.0,       0.062,       0.006
       -16.0,       0.062,       0.006
       -15.0,       0.031,       0.003
       -14.0,       0.031,       0.003
       -13.0,       0.031,       0.003
       -12.0,       0.031,       0.003
       -11.0,       0.062,       0.006
       -10.0,       0.062,       0.006
        -9.0,       0.031,       0.003
        -8.0,       0.031,       0.003
        -7.0,       0.062,       0.006
        -6.0,       0.031,       0.003
        -5.0,       0.062,       0.006
        -4.0,       0.093,       0.009
        -3.0,       0.062,       0.006
        -2.0,       0.062,       0.006
        -1.0,       0.093,       0.009
         0.0,       0.062,       0.006
         1.0,       0.031,       0.003
         2.0,       0.093,       0.009
         3.0,       0.062,       0.006
         4.0,       0.031,       0.003
         5.0,       0.062,       0.006
         6.0,       0.031,       0.003
         7.0,       0.031,       0.003
         8.0,       0.062,       0.006
         9.0,       0.062,       0.006
        10.0,       0.062,       0.006
        11.0,       0.062,       0.006
        12.0,       0.062,       0.006
        13.0,       0.062,       0.006
        14.0,       0.062,       0.006
        15.0,       0.093,       0.009
        16.0,       0.062,       0.006
        17.0,       0.093,       0.009
        18.0,       0.093,       0.009
        19.0,       0.062,       0.006
        20.0,       0.031,       0.003
        21.0,       0.062,       0.006
        22.0,       0.062,       0.006
        23.0,       0.031,       0.003
        24.0,       0.062,       0.006
        25.0,       0.031,       0.003
        26.0,       0.031,       0.003
        27.0,       0.093,       0.009
        28.0,       0.093,       0.009
        29.0,       0.062,       0.006
        30.0,       0.498,       0.050
        31.0,       0.934,       0.093
        32.0,       1.463,       0.146
        33.0,       1.867,       0.187
        34.0,       2.210,       0.221
        35.0,       2.241,       0.224
        36.0,       2.147,       0.215
        37.0,       1.805,       0.181
        38.0,       1.618,       0.162
        39.0,       1.400,       0.140
        40.0,       1.183,       0.118
        41.0,       0.840,       0.084
        42.0,       0.218,       0.022
        43.0,      -0.280,      -0.028
        44.0,       0.062,       0.006
        45.0,       0.342,       0.034
        46.0,      -0.156,      -0.016
        47.0,       0.031,       0.003
        48.0,       0.405,       0.040
        49.0,      -0.062,      -0.006
        50.0,      -0.062,      -0.006
        51.0,       0.311,       0.031
        52.0,       0.000,       0.000
        53.0,       0.218,       0.022
        54.0,       0.156,       0.016
        55.0,       0.093,       0.009
        56.0,       0.373,       0.037
        57.0,       0.436,       0.044
        58.0,       1.089,       0.109
        59.0,       1.774,       0.177
        60.0,       2.427,       0.243
        61.0,       2.832,       0.283
        62.0,       3.019,       0.302
        63.0,       3.081,       0.308
        64.0,       3.174,       0.317
        65.0,       3.330,       0.333
        66.0,       3.672,       0.367
        67.0,       4.015,       0.401
        68.0,       4.264,       0.426
        69.0,       4.357,       0.436
        70.0,       4.201,       0.420
        71.0,       3.890,       0.389
        72.0,       3.423,       0.342
        73.0,       2.988,       0.299
        74.0,       2.552,       0.255
        75.0,       2.178,       0.218
        76.0,       1.712,       0.171
        77.0,       1.151,       0.115
        78.0,       0.467,       0.047
        79.0,      -0.156,      -0.016
        80.0,      -0.031,      -0.003
        81.0,       0.342,       0.034
        82.0,      -0.093,      -0.009
        83.0,      -0.187,      -0.019
        84.0,       0.280,       0.028
        85.0,       0.062,       0.006
        86.0,      -0.124,      -0.012
        87.0,       0.280,       0.028
        88.0,       0.062,       0.006
        89.0,      -0.218,      -0.022
        90.0,       0.218,       0.022
        91.0,       0.187,       0.019
        92.0,      -0.218,      -0.022
        93.0,       0.093,       0.009
        94.0,       0.280,       0.028
        95.0,      -0.124,      -0.012
        96.0,       0.093,       0.009
        97.0,       0.311,       0.031
        98.0,      -0.093,      -0.009
        99.0,       0.000,       0.000
       100.0,       0.342,       0.034
       101.0,      -0.062,      -0.006
       102.0,      -0.156,      -0.016
       103.0,       0.311,       0.031
       104.0,       0.062,       0.006
       105.0,      -0.124,      -0.012
       106.0,       0.249,       0.025
       107.0,       0.093,       0.009
       108.0,      -0.187,      -0.019
       109.0,       0.218,       0.022
       110.0,       0.218,       0.022
       111.0,      -0.218,      -0.022
       112.0,       0.062,       0.006
       113.0,       0.249,       0.025
       114.0,      -0.124,      -0.012
       115.0,       0.093,       0.009
       116.0,       0.342,       0.034
       117.0,      -0.062,      -0.006
       118.0,       0.778,       0.078
       119.0,       1.618,       0.162
       120.0,       2.334,       0.233
       121.0,       2.801,       0.280
       122.0,       2.957,       0.296
       123.0,       3.050,       0.305
       124.0,       3.205,       0.321
       125.0,       3.486,       0.349
       126.0,       3.703,       0.370
       127.0,       3.859,       0.386
       128.0,       3.797,       0.380
       129.0,       3.610,       0.361
       130.0,       3.143,       0.314
       131.0,       2.583,       0.258
       132.0,       2.054,       0.205
       133.0,       1.587,       0.159
       134.0,       1.307,       0.131
       135.0,       1.120,       0.112
       136.0,       0.965,       0.096
       137.0,       0.685,       0.068
       138.0,       0.373,       0.037
       139.0,       0.031,       0.003
       140.0,      -0.062,      -0.006
       141.0,       0.218,       0.022
       142.0,       0.124,       0.012
       143.0,      -0.062,      -0.006
       144.0,       0.156,       0.016
       145.0,       0.124,       0.012
       146.0,       0.000,       0.000
       147.0,       0.280,       0.028
       148.0,       0.249,       0.025
       149.0,       0.311,       0.031
       150.0,       0.373,       0.037
       151.0,       0.467,       0.047
       152.0,       0.778,       0.078
       153.0,       1.089,       0.109
       154.0,       1.463,       0.146
       155.0,       1.712,       0.171
       156.0,       1.743,       0.174
       157.0,       1.649,       0.165
       158.0,       1.494,       0.149
       159.0,       1.307,       0.131
       160.0,       1.183,       0.118
       161.0,       1.089,       0.109
       162.0,       0.996,       0.100
       163.0,       0.809,       0.081
       164.0,       0.560,       0.056
       165.0,       0.187,       0.019
       166.0,       0.000,       0.000
       167.0,       0.093,       0.009
       168.0,       0.124,       0.012
       169.0,       0.031,       0.003
       170.0,       0.093,       0.009
       171.0,       0.124,       0.012
       172.0,      -0.031,      -0.003
       173.0,       0.031,       0.003
       174.0,       0.218,       0.022
       175.0,       0.373,       0.037
       176.0,       0.654,       0.065
       177.0,       1.027,       0.103
       178.0,       1.400,       0.140
       179.0,       1.743,       0.174
       180.0,       2.023,       0.202
       181.0,       2.303,       0.230
       182.0,       2.552,       0.255
       183.0,       2.770,       0.277
       184.0,       2.957,       0.296
       185.0,       3.019,       0.302
       186.0,       3.174,       0.317
       187.0,       3.019,       0.302
       188.0,       2.770,       0.277
       189.0,       2.365,       0.237
       190.0,       1.961,       0.196
       191.0,       1.494,       0.149
       192.0,       1.151,       0.115
       193.0,       0.871,       0.087
       194.0,       0.685,       0.068
       195.0,       0.498,       0.050
       196.0,       0.280,       0.028
       197.0,       0.031,       0.003
       198.0,      -0.093,      -0.009
       199.0,       0.218,       0.022
       200.0,       0.156,       0.016
       201.0,      -0.124,      -0.012
       202.0,       0.156,       0.016
       203.0,       0.187,       0.019
       204.0,       0.031,       0.003
       205.0,       0.373,       0.037
       206.0,       0.467,       0.047
       207.0,       0.622,       0.062
       208.0,       0.560,       0.056
       209.0,       0.622,       0.062
       210.0,       0.654,       0.065
       211.0,       0.809,       0.081
       212.0,       0.996,       0.100
       213.0,       1.245,       0.124
       214.0,       1.307,       0.131
       215.0,       1.338,       0.134
       216.0,       1.183,       0.118
       217.0,       1.027,       0.103
       218.0,       0.934,       0.093
       219.0,       0.903,       0.090
       220.0,       0.996,       0.100
       221.0,       1.151,       0.115
       222.0,       1.276,       0.128
       223.0,       1.338,       0.134
       224.0,       1.276,       0.128
       225.0,       1.151,       0.115
       226.0,       1.089,       0.109
       227.0,       1.151,       0.115
       228.0,       1.338,       0.134
       229.0,       1.587,       0.159
       230.0,       1.805,       0.181
       231.0,       1.898,       0.190
       232.0,       1.898,       0.190
       233.0,       1.774,       0.177
       234.0,       1.649,       0.165
       235.0,       1.587,       0.159
       236.0,       1.649,       0.165
       237.0,       1.743,       0.174
       238.0,       1.867,       0.187
       239.0,       1.898,       0.190
       240.0,       1.867,       0.187
       241.0,       1.649,       0.165
       242.0,       1.400,       0.140
       243.0,       1.183,       0.118
       244.0,       1.027,       0.103
       245.0,       0.965,       0.096
       246.0,       0.965,       0.096
       247.0,       0.996,       0.100
       248.0,       0.934,       0.093
       249.0,       0.840,       0.084
       250.0,       0.716,       0.072
       251.0,       0.560,       0.056
       252.0,       0.529,       0.053
